datetime,count
2011/1/20 0:00:00,107
2011/1/20 1:00:00,78
2011/1/20 2:00:00,78
2011/1/20 3:00:00,82
2011/1/20 4:00:00,82
2011/1/20 5:00:00,116
2011/1/20 6:00:00,94
2011/1/20 7:00:00,94
2011/1/20 8:00:00,94
2011/1/20 9:00:00,98
2011/1/20 10:00:00,120
2011/1/20 11:00:00,99
2011/1/20 12:00:00,115
2011/1/20 13:00:00,100
2011/1/20 14:00:00,100
2011/1/20 15:00:00,115
2011/1/20 16:00:00,102
2011/1/20 17:00:00,100
2011/1/20 18:00:00,87
2011/1/20 19:00:00,107
2011/1/20 20:00:00,106
2011/1/20 21:00:00,119
2011/1/20 22:00:00,99
2011/1/20 23:00:00,99
2011/1/21 0:00:00,121
2011/1/21 1:00:00,121
2011/1/21 2:00:00,79
2011/1/21 3:00:00,68
2011/1/21 4:00:00,86
2011/1/21 5:00:00,114
2011/1/21 6:00:00,94
2011/1/21 7:00:00,79
2011/1/21 8:00:00,75
2011/1/21 9:00:00,79
2011/1/21 10:00:00,69
2011/1/21 11:00:00,83
2011/1/21 12:00:00,129
2011/1/21 13:00:00,64
2011/1/21 14:00:00,100
2011/1/21 15:00:00,105
2011/1/21 16:00:00,105
2011/1/21 17:00:00,58
2011/1/21 18:00:00,57
2011/1/21 19:00:00,57
2011/1/21 20:00:00,65
2011/1/21 21:00:00,83
2011/1/21 22:00:00,54
2011/1/21 23:00:00,83
2011/1/22 0:00:00,40
2011/1/22 1:00:00,43
2011/1/22 2:00:00,43
2011/1/22 3:00:00,43
2011/1/22 4:00:00,29
2011/1/22 6:00:00,39
2011/1/22 7:00:00,46
2011/1/22 8:00:00,46
2011/1/22 9:00:00,55
2011/1/22 10:00:00,43
2011/1/22 11:00:00,65
2011/1/22 12:00:00,65
2011/1/22 13:00:00,62
2011/1/22 14:00:00,56
2011/1/22 15:00:00,50
2011/1/22 16:00:00,50
2011/1/22 17:00:00,53
2011/1/22 18:00:00,62
2011/1/22 19:00:00,62
2011/1/22 20:00:00,40
2011/1/22 21:00:00,55
2011/1/22 22:00:00,34
2011/1/22 23:00:00,48
2011/1/23 0:00:00,48
2011/1/23 1:00:00,48
2011/1/23 2:00:00,19
2011/1/23 3:00:00,19
2011/1/23 5:00:00,55
2011/1/23 6:00:00,55
2011/1/23 7:00:00,24
2011/1/23 8:00:00,19
2011/1/23 9:00:00,26
2011/1/23 10:00:00,48
2011/1/23 11:00:00,64
2011/1/23 12:00:00,70
2011/1/23 13:00:00,64
2011/1/23 14:00:00,55
2011/1/23 15:00:00,55
2011/1/23 16:00:00,79
2011/1/23 17:00:00,74
2011/1/23 18:00:00,49
2011/1/23 19:00:00,49
2011/1/23 20:00:00,52
2011/1/23 21:00:00,52
2011/1/23 22:00:00,76
2011/1/23 23:00:00,55
2011/1/24 0:00:00,54
2011/1/24 1:00:00,49
2011/1/24 3:00:00,49
2011/1/24 4:00:00,56
2011/1/24 5:00:00,56
2011/1/24 6:00:00,56
2011/1/24 7:00:00,56
2011/1/24 8:00:00,58
2011/1/24 9:00:00,54
2011/1/24 10:00:00,70
2011/1/24 11:00:00,49
2011/1/24 12:00:00,64
2011/1/24 13:00:00,61
2011/1/24 14:00:00,47
2011/1/24 15:00:00,85
2011/1/24 16:00:00,59
2011/1/24 17:00:00,59
2011/1/24 18:00:00,65
2011/1/24 19:00:00,60
2011/1/24 20:00:00,65
2011/1/24 21:00:00,41
2011/1/24 22:00:00,49
2011/1/24 23:00:00,63
2011/1/25 0:00:00,71
2011/1/25 1:00:00,71
2011/1/25 2:00:00,59
2011/1/25 4:00:00,73
2011/1/25 5:00:00,73
2011/1/25 6:00:00,84
2011/1/25 7:00:00,78
2011/1/25 8:00:00,101
2011/1/25 9:00:00,86
2011/1/25 10:00:00,80
2011/1/25 11:00:00,100
2011/1/25 12:00:00,84
2011/1/25 13:00:00,83
2011/1/25 14:00:00,98
2011/1/25 15:00:00,133
2011/1/25 16:00:00,133
2011/1/25 17:00:00,114
2011/1/25 18:00:00,100
2011/1/25 19:00:00,82
2011/1/25 20:00:00,92
2011/1/25 21:00:00,92
2011/1/25 22:00:00,79
2011/1/25 23:00:00,86
2011/1/26 0:00:00,94
2011/1/26 1:00:00,80
2011/1/26 2:00:00,56
2011/1/26 5:00:00,57
2011/1/26 6:00:00,57
2011/1/26 7:00:00,61
2011/1/26 8:00:00,61
2011/1/26 9:00:00,61
2011/1/26 10:00:00,49
2011/1/26 11:00:00,46
2011/1/26 12:00:00,46
2011/1/26 13:00:00,46
2011/1/26 14:00:00,46
2011/1/26 15:00:00,44
2011/1/26 16:00:00,46
2011/1/26 17:00:00,44
2011/1/27 16:00:00,94
2011/1/27 17:00:00,74
2011/1/27 18:00:00,81
2011/1/27 19:00:00,81
2011/1/27 20:00:00,91
2011/1/27 21:00:00,91
2011/1/27 22:00:00,91
2011/1/27 23:00:00,78
2011/1/28 0:00:00,105
2011/1/28 1:00:00,105
2011/1/28 2:00:00,105
2011/1/28 3:00:00,105
2011/1/28 5:00:00,101
2011/1/28 6:00:00,99
2011/1/28 7:00:00,94
2011/1/28 8:00:00,94
2011/1/28 9:00:00,63
2011/1/28 10:00:00,63
2011/1/28 11:00:00,49
2011/1/28 12:00:00,49
2011/1/28 13:00:00,49
2011/1/28 14:00:00,53
2011/1/28 15:00:00,86
2011/1/28 16:00:00,59
2011/1/28 17:00:00,88
2011/1/28 18:00:00,110
2011/1/28 19:00:00,112
2011/1/28 20:00:00,121
2011/1/28 21:00:00,105
2011/1/28 22:00:00,92
2011/1/28 23:00:00,116
2011/1/29 0:00:00,41
2011/1/29 1:00:00,41
2011/1/29 2:00:00,41
2011/1/29 3:00:00,41
2011/1/29 4:00:00,27
2011/1/29 6:00:00,30
2011/1/29 7:00:00,39
2011/1/29 8:00:00,48
2011/1/29 9:00:00,41
2011/1/29 10:00:00,46
2011/1/29 11:00:00,46
2011/1/29 12:00:00,54
2011/1/29 13:00:00,64
2011/1/29 14:00:00,60
2011/1/29 15:00:00,38
2011/1/29 16:00:00,48
2011/1/29 17:00:00,48
2011/1/29 18:00:00,38
2011/1/29 19:00:00,58
2011/1/29 20:00:00,42
2011/1/29 21:00:00,42
2011/1/29 22:00:00,38
2011/1/29 23:00:00,38
2011/1/30 0:00:00,37
2011/1/30 1:00:00,33
2011/1/30 2:00:00,38
2011/1/30 3:00:00,30
2011/1/30 4:00:00,30
2011/1/30 5:00:00,42
2011/1/30 7:00:00,42
2011/1/30 8:00:00,52
2011/1/30 9:00:00,63
2011/1/30 10:00:00,58
2011/1/30 11:00:00,25
2011/1/30 12:00:00,81
2011/1/30 13:00:00,58
2011/1/30 14:00:00,58
2011/1/30 15:00:00,77
2011/1/30 16:00:00,77
2011/1/30 17:00:00,71
